Network Index,Node,Degree,BiBC
273,geneF,6,0.06481481481481481
274,phenoB,6,0.041666666666666664
275,phenoA,5,0.025
276,phenoA,6,0.08333333333333333
277,phenoB,6,0.07291666666666666
278,phenoB,6,0.09791666666666667
279,phenoB,6,0.08333333333333333
280,phenoA,6,0.041666666666666664
281,geneH,6,0.08333333333333333
282,phenoB,6,0.0875
283,phenoC,6,0.0625
284,geneE,6,0.06481481481481481
285,phenoB,6,0.11458333333333331
286,geneH,6,0.08333333333333333
287,geneF,6,0.0962962962962963
288,geneE,6,0.10185185185185185
289,geneF,6,0.07777777777777778
290,phenoA,6,0.08333333333333333
291,geneH,6,0.06481481481481481
292,geneF,6,0.07777777777777778
293,geneE,6,0.037037037037037035
294,phenoA,6,0.0625
295,phenoA,6,0.13541666666666666
296,phenoA,6,0.17708333333333331
297,geneH,6,0.1148148148148148
298,phenoC,6,0.13541666666666666
299,phenoC,6,0.07291666666666666
300,phenoB,6,0.07291666666666666
301,geneF,6,0.05555555555555555
302,geneG,6,0.07777777777777778
303,phenoA,6,0.17708333333333331
304,phenoA,6,0.11458333333333331
305,phenoB,6,0.041666666666666664
306,phenoC,6,0.09375
307,geneF,6,0.05925925925925926
308,geneH,6,0.05555555555555555
309,phenoA,6,0.09375
310,phenoA,5,0.07291666666666666
311,geneH,6,N/A
312,phenoC,6,0.11458333333333331
313,phenoA,5,0.03125
314,phenoC,6,0.08333333333333333
315,geneE,6,0.1148148148148148
316,phenoC,6,0.07291666666666666
317,phenoB,6,0.0625
318,phenoA,6,0.07291666666666666
319,phenoA,6,0.03125
320,phenoC,6,0.0625
321,geneH,6,0.06481481481481481
322,geneE,6,0.1148148148148148
323,geneE,6,0.06481481481481481
324,geneE,6,0.08333333333333333
325,phenoC,6,0.11458333333333331
326,geneE,5,0.07777777777777778
327,phenoC,6,0.08333333333333333
328,geneH,6,0.10185185185185185
329,geneE,6,0.06481481481481481
330,phenoB,6,0.07291666666666666
331,phenoA,6,0.0625
332,phenoC,6,0.08333333333333333
333,phenoC,6,0.041666666666666664
334,phenoB,6,0.0625
335,geneH,6,0.0962962962962963
336,phenoA,5,0.07291666666666666
337,geneF,6,0.1148148148148148
338,geneE,6,0.12037037037037036
339,phenoC,6,0.06666666666666667
340,phenoA,5,0.07291666666666666
341,phenoA,6,0.08333333333333333
342,phenoC,6,0.09791666666666667
343,phenoA,6,0.11458333333333333
344,phenoB,6,0.08333333333333333
345,phenoA,6,0.0625
346,phenoA,6,0.125
347,geneF,6,0.10185185185185183
348,geneG,6,N/A
349,phenoB,6,0.041666666666666664
350,phenoA,5,0.07291666666666666
351,geneG,6,0.08333333333333333
352,phenoA,5,0.03125
353,geneF,6,0.07777777777777778
354,phenoA,5,0.03125
355,phenoB,5,0.0875
356,geneH,6,0.06481481481481481
357,geneH,6,0.06481481481481481
358,phenoB,6,0.14583333333333331
359,phenoA,6,N/A
360,phenoB,6,0.041666666666666664
361,phenoA,6,0.03125
362,phenoA,6,0.10416666666666666
363,geneH,6,0.06481481481481481
364,geneF,6,0.12037037037037036
365,phenoB,6,0.10416666666666666
366,phenoA,6,0.11458333333333331
367,phenoA,5,0.041666666666666664
368,phenoC,6,0.041666666666666664
369,geneF,6,0.05555555555555555
370,phenoA,6,0.13541666666666666
371,phenoC,6,0.0625
372,geneE,6,0.05555555555555555
373,phenoB,6,0.11458333333333333
374,phenoA,6,0.07291666666666666
375,phenoA,6,0.10416666666666666
376,phenoB,6,0.0625
377,phenoC,6,0.08333333333333333
378,phenoA,6,N/A
379,phenoA,6,0.13541666666666666
380,geneG,6,0.0962962962962963
381,phenoC,6,0.09791666666666667
382,phenoA,6,0.03125
383,phenoA,6,N/A
384,phenoB,6,0.041666666666666664
385,geneF,6,0.06481481481481481
386,phenoA,5,0.025
387,phenoB,6,0.06666666666666667
388,phenoB,6,0.08333333333333333
389,phenoC,6,0.0875
390,geneE,6,0.12962962962962962
391,geneH,6,0.06481481481481481
392,phenoA,6,0.07291666666666666
393,geneH,6,0.09259259259259259
394,geneH,6,0.06481481481481481
395,phenoB,6,0.11458333333333333
396,geneE,6,0.07777777777777778
397,geneG,6,0.0962962962962963
398,phenoA,6,0.09375
399,phenoA,5,0.05625
400,phenoA,6,0.041666666666666664
401,geneF,6,0.037037037037037035
402,phenoC,5,0.041666666666666664
403,geneE,6,0.05925925925925926
404,phenoA,6,0.041666666666666664
405,phenoB,6,0.041666666666666664
406,geneF,6,0.15740740740740738
407,phenoA,6,0.03125
408,geneH,6,0.1111111111111111
409,geneG,6,0.05925925925925926
410,geneF,6,0.08333333333333333
411,phenoA,6,0.041666666666666664
412,phenoB,6,0.08333333333333333
413,phenoA,6,0.125
414,phenoB,6,0.11458333333333331
415,geneE,6,0.0962962962962963
416,phenoC,6,0.11458333333333333
417,geneF,6,0.06481481481481481
418,geneF,6,0.07777777777777778
419,geneF,6,0.0962962962962963
420,phenoB,6,0.09791666666666667
421,geneG,6,0.07777777777777778
422,phenoA,6,0.10416666666666666
423,phenoC,6,0.0625
424,phenoA,6,0.11458333333333331
425,phenoB,5,0.025
426,geneE,6,0.09259259259259259
427,geneH,6,0.05925925925925926
428,phenoB,6,0.10416666666666666
429,geneH,6,0.05555555555555555
430,geneE,6,0.1111111111111111
431,geneF,6,0.05555555555555555
432,phenoA,6,0.13541666666666666
433,geneE,6,0.07777777777777778
434,geneE,5,0.07777777777777778
435,phenoA,5,0.03125
436,geneG,6,0.05925925925925926
437,phenoA,6,0.09375
438,phenoC,6,0.09791666666666665
439,geneE,5,0.07777777777777778
440,phenoA,6,0.041666666666666664
441,geneE,6,0.05555555555555555
442,phenoC,6,0.11458333333333331
443,phenoB,6,0.0875
444,phenoA,6,0.11458333333333331
445,phenoC,6,0.05625
446,geneH,6,0.10185185185185185
447,phenoA,6,N/A
448,phenoB,6,0.11458333333333331
449,geneF,6,0.05555555555555555
450,phenoA,6,0.041666666666666664
451,phenoA,6,0.08333333333333333
452,phenoC,6,N/A
453,geneF,6,0.037037037037037035
454,phenoA,6,0.03125
455,phenoA,6,0.041666666666666664
456,phenoC,6,N/A
457,geneE,6,0.12037037037037036
458,geneF,6,0.09259259259259259
459,phenoA,6,0.125
460,phenoC,6,0.10416666666666666
461,phenoB,6,0.07291666666666666
462,phenoC,6,0.07291666666666666
463,geneE,6,0.1111111111111111
464,geneG,6,0.1148148148148148
465,geneF,6,0.0962962962962963
466,phenoB,6,0.10416666666666666
467,phenoA,6,0.11458333333333333
468,phenoC,5,0.041666666666666664
469,phenoC,6,0.06666666666666667
470,phenoA,6,0.10416666666666666
471,geneH,6,0.05925925925925926
472,phenoC,6,0.13541666666666666
473,phenoB,6,0.09791666666666665
474,phenoB,6,0.0625
475,phenoA,5,0.03125
476,phenoB,6,0.07291666666666666
477,phenoA,6,0.10416666666666666
478,geneG,6,N/A
479,phenoB,6,0.07291666666666666
480,geneH,6,0.0962962962962963
481,geneF,6,0.05925925925925926
482,phenoB,6,0.125
483,phenoA,6,0.07291666666666666
484,phenoA,5,0.03125
485,phenoC,6,0.08333333333333333
486,phenoA,6,0.10416666666666666
487,geneH,6,0.09259259259259259
488,geneE,6,0.06481481481481481
489,phenoA,6,0.09791666666666667
490,phenoA,6,0.07291666666666666
491,phenoC,6,0.05625
492,phenoA,6,0.07291666666666666
493,geneH,6,0.1148148148148148
494,phenoB,6,0.0875
495,phenoB,5,0.08333333333333333
496,phenoC,6,0.14583333333333331
497,geneE,6,0.10185185185185185
498,geneH,6,0.1148148148148148
499,phenoB,6,0.10416666666666666
500,phenoA,6,0.07291666666666666
501,phenoB,6,0.11458333333333333
502,phenoB,6,0.11458333333333331
503,phenoC,6,0.10416666666666666
504,phenoA,5,0.07291666666666666
505,phenoA,5,0.03125
506,phenoB,6,0.08333333333333333
507,geneE,6,0.06481481481481481
508,geneH,6,0.05925925925925926
509,geneH,5,0.07777777777777778
510,geneH,6,0.10185185185185183
511,phenoA,6,0.06666666666666667
512,phenoB,6,0.09791666666666665
513,phenoB,6,0.10416666666666666
514,geneH,6,0.05925925925925926
515,geneH,6,0.07777777777777778
516,geneH,6,0.07777777777777778
517,phenoC,6,0.06666666666666667
518,geneE,6,0.09259259259259259
519,geneE,6,0.08333333333333333
520,phenoB,6,0.05625
521,phenoA,6,0.03125
522,geneF,6,0.1148148148148148
523,phenoC,6,0.07291666666666666
524,phenoA,6,0.08333333333333333
525,phenoB,6,0.041666666666666664
526,phenoC,6,0.09791666666666667
527,geneE,6,0.09259259259259259
528,phenoB,6,0.07291666666666666
529,geneF,5,0.05
530,phenoC,6,0.125
531,phenoB,6,0.11458333333333333
532,phenoC,6,0.14583333333333331
533,phenoB,6,0.07291666666666666
534,phenoB,6,0.11458333333333331
535,phenoB,5,0.0625
536,phenoB,6,0.07291666666666666
537,phenoB,6,0.0875
538,geneH,6,0.06481481481481481
539,phenoB,6,0.0625
540,phenoC,6,0.10416666666666666
541,phenoA,6,0.07291666666666666
542,geneG,6,0.0962962962962963
543,phenoB,6,0.10416666666666666
544,geneE,6,0.09259259259259259
545,phenoB,6,0.08333333333333333
546,geneH,6,0.05925925925925926
547,geneE,5,0.07777777777777778
548,phenoA,5,0.05625
549,geneE,6,0.0962962962962963
550,phenoA,6,0.07291666666666666
551,phenoA,6,0.08333333333333333
552,phenoA,5,0.03125
553,geneE,6,0.12037037037037036
554,geneG,6,0.0962962962962963
555,geneE,6,0.12962962962962962
556,phenoA,6,0.07291666666666666
557,phenoA,6,0.041666666666666664
558,phenoA,5,0.07291666666666666
559,geneF,5,0.05
560,phenoB,6,0.03125
561,geneE,5,0.05
562,phenoA,6,0.10416666666666666
563,phenoB,6,0.11458333333333333
564,phenoB,6,0.0625
565,phenoB,6,0.07291666666666666
566,phenoA,6,0.11458333333333331
567,phenoA,6,0.07291666666666666
568,phenoC,6,0.10416666666666666
569,phenoC,6,0.09791666666666667
570,phenoB,6,0.0625
571,phenoC,6,0.0625
572,phenoC,6,0.07291666666666666
573,phenoA,6,0.0625
574,phenoB,5,0.03125
575,phenoA,6,0.06666666666666667
576,phenoA,6,0.09791666666666667
577,geneF,6,0.10185185185185185
578,phenoC,6,0.11458333333333333
579,geneF,6,0.09259259259259259
580,phenoB,5,0.041666666666666664
581,phenoB,6,0.13541666666666666
582,phenoB,6,0.16666666666666666
583,geneE,6,0.05555555555555555
584,geneG,6,0.05925925925925926
585,phenoB,6,0.14583333333333331
586,phenoA,6,0.03125
587,geneE,6,0.15740740740740738
588,phenoA,5,0.05625
589,geneE,6,0.09259259259259259
590,geneE,5,0.05
591,phenoC,6,0.08333333333333333
592,geneF,6,0.16666666666666666
593,phenoA,6,0.041666666666666664
594,geneH,6,0.12962962962962962
595,geneE,6,0.06481481481481481
596,phenoC,5,0.03125
597,geneF,6,0.07777777777777778
598,phenoA,6,0.17708333333333331
599,geneF,5,0.07777777777777778
600,phenoB,6,0.11458333333333333
601,phenoA,6,0.13541666666666666
602,phenoA,6,0.08333333333333333
603,phenoC,6,0.06666666666666667
604,geneE,6,N/A
605,geneG,6,0.05555555555555555
606,geneG,6,0.1148148148148148
607,geneF,5,0.05
608,phenoB,6,0.11458333333333331
609,phenoC,6,0.05625
610,phenoC,6,0.041666666666666664
611,geneE,6,0.06481481481481481
612,phenoA,6,0.0625
613,geneE,6,0.05925925925925926
614,geneE,6,0.05555555555555555
615,phenoC,5,0.08333333333333333
616,phenoB,6,0.13541666666666666
617,phenoA,6,0.041666666666666664
618,geneE,6,0.08333333333333333
619,phenoA,6,0.0625
620,phenoA,6,0.10416666666666666
621,phenoB,6,0.14583333333333331
622,geneF,6,0.09259259259259259
623,geneE,6,0.06481481481481481
624,phenoA,6,0.10416666666666666
625,phenoC,6,0.05625
626,phenoC,6,0.08333333333333333
627,geneH,6,0.08333333333333333
628,phenoC,6,0.08333333333333333
629,phenoA,6,0.05625
630,geneH,6,0.1148148148148148
631,phenoA,6,0.08333333333333333
632,geneE,6,0.15740740740740738
633,phenoC,6,0.07291666666666666
634,phenoB,6,0.14583333333333331
635,geneE,5,0.05
636,phenoA,6,0.09375
637,phenoC,6,0.14583333333333331
638,phenoC,6,0.07291666666666666
639,phenoA,6,0.11458333333333331
640,geneE,6,0.05555555555555555
641,phenoC,6,0.06666666666666667
642,geneH,6,0.07777777777777778
643,geneH,6,0.07777777777777778
644,geneE,5,0.05
645,geneH,6,0.1111111111111111
646,phenoB,6,0.10416666666666666
647,phenoB,6,0.14583333333333331
648,phenoA,6,0.041666666666666664
649,phenoC,6,0.07291666666666666
650,phenoB,6,0.09375
651,phenoB,6,0.11458333333333331
652,phenoA,6,0.125
653,phenoC,6,0.13541666666666666
654,phenoC,6,0.13541666666666666
655,phenoC,6,0.07291666666666666
656,geneH,5,0.05
657,geneG,6,0.037037037037037035
658,geneE,6,0.06481481481481481
659,phenoB,6,0.10416666666666666
660,phenoA,5,0.025
661,phenoA,6,0.05625
662,phenoA,6,0.125
663,phenoB,6,0.10416666666666666
664,phenoA,5,0.041666666666666664
665,geneE,6,0.07777777777777778
666,geneF,6,0.10185185185185185
667,phenoA,6,0.08333333333333333
668,geneF,6,0.10185185185185185
669,phenoA,6,0.03125
670,phenoB,5,0.05625
671,phenoC,6,0.10416666666666666
672,phenoB,6,0.08333333333333333
673,phenoB,6,0.0625
674,geneE,6,0.05555555555555555
675,phenoC,6,0.07291666666666666
676,geneE,6,0.05555555555555555
677,phenoB,6,0.08333333333333333
678,phenoC,6,0.05625
679,phenoA,6,0.10416666666666666
680,phenoB,6,0.07291666666666666
681,phenoB,6,0.09791666666666667
682,phenoC,5,0.08333333333333333
683,phenoA,6,0.07291666666666666
684,geneF,6,0.07777777777777778
685,geneE,5,0.07777777777777778
686,phenoA,6,0.041666666666666664
687,phenoB,6,0.09791666666666667
688,geneE,6,0.12962962962962962
689,phenoA,6,0.11458333333333331
690,phenoC,6,0.10416666666666666
691,geneF,5,0.07777777777777778
692,phenoC,6,0.125
693,phenoC,6,0.10416666666666666
694,phenoB,6,0.03125
695,geneG,6,0.05925925925925926
696,phenoC,6,0.0625
697,phenoB,6,0.11458333333333331
698,phenoB,6,0.09791666666666665
699,geneH,6,0.06481481481481481
700,phenoA,6,0.125
701,phenoC,6,0.13541666666666666
702,geneE,5,0.05
703,phenoA,6,0.10416666666666666
704,phenoA,6,0.16666666666666666
705,geneF,6,0.06481481481481481
706,phenoC,6,0.10416666666666666
707,geneE,6,0.06481481481481481
708,phenoA,6,0.03125
709,phenoA,6,0.16666666666666666
710,phenoC,5,0.041666666666666664
711,phenoC,6,0.03125
712,phenoC,6,0.07291666666666666
713,phenoB,6,0.03125
714,phenoA,6,0.08333333333333333
715,phenoC,6,0.10416666666666666
716,phenoC,6,0.11458333333333333
717,geneF,5,0.05
718,phenoC,6,0.17708333333333331
719,phenoA,6,0.10416666666666666
720,geneE,5,0.05
721,geneH,5,0.07777777777777778
722,phenoA,5,0.041666666666666664
723,phenoB,6,0.11458333333333333
724,phenoA,5,0.03125
725,phenoB,6,0.041666666666666664
726,phenoB,6,0.05625
727,phenoB,6,0.03125
728,phenoA,6,0.13541666666666666
729,geneG,6,0.05555555555555555
730,geneG,6,0.0962962962962963
731,phenoC,6,0.05625
732,geneE,6,0.06481481481481481
733,phenoA,6,0.03125
734,phenoA,6,0.03125
735,phenoB,5,0.03125
736,phenoC,6,0.07291666666666666
737,phenoA,6,0.13541666666666666
738,geneH,6,0.1148148148148148
739,geneF,6,0.09259259259259259
740,geneE,6,0.08333333333333333
741,phenoA,6,0.08333333333333333
742,geneH,6,0.08333333333333333
743,phenoA,6,0.07291666666666666
744,phenoA,6,0.16666666666666666
745,phenoB,6,0.09791666666666667
746,phenoC,5,0.03125
747,geneE,6,0.07777777777777778
748,phenoB,5,0.03125
749,geneG,6,0.05925925925925926
750,geneH,6,0.0962962962962963
751,phenoC,6,0.08333333333333333
752,geneE,5,0.07777777777777778
753,geneH,6,0.1148148148148148
754,phenoA,6,0.0625
755,phenoB,6,0.0625
756,geneG,6,0.06481481481481481
757,phenoA,6,0.13541666666666666
758,phenoA,6,0.025
759,phenoB,6,0.07291666666666666
760,phenoB,6,0.125
761,phenoB,6,0.041666666666666664
762,phenoB,6,0.08333333333333333
763,phenoB,6,0.07291666666666666
764,phenoC,6,0.0625
765,geneH,6,0.037037037037037035
766,phenoB,6,0.09375
767,geneG,6,0.07777777777777778
768,phenoA,6,0.07291666666666666
769,geneE,6,0.05555555555555555
770,geneE,6,0.09259259259259259
771,geneE,6,0.07777777777777778
772,phenoB,5,0.03125
773,phenoB,6,0.10416666666666666
774,phenoA,6,0.10416666666666666
775,phenoB,5,0.03125
776,phenoC,6,0.10416666666666666
777,geneF,6,0.07777777777777778
778,phenoA,5,0.041666666666666664
779,phenoB,6,0.0625
780,phenoA,6,0.125
781,phenoB,6,0.03125
782,phenoC,6,0.17708333333333331
783,phenoA,6,0.05625
784,phenoC,6,0.11458333333333333
785,phenoC,6,0.17708333333333331
786,phenoC,6,0.07291666666666666
787,phenoB,6,0.06666666666666667
788,phenoA,6,0.07291666666666666
789,phenoC,6,0.08333333333333333
790,phenoA,6,0.06666666666666667
791,phenoC,6,0.10416666666666666
792,phenoB,6,0.03125
793,phenoA,6,0.07291666666666666
794,phenoB,6,0.10416666666666666
795,phenoB,5,0.05625
796,geneE,6,0.05925925925925926
797,phenoA,6,0.09375
798,phenoA,6,0.10416666666666666
799,phenoB,6,N/A
800,geneG,6,0.07777777777777778
801,phenoA,6,0.08333333333333333
802,phenoA,5,0.08333333333333333
803,phenoA,5,0.0625
804,phenoA,6,0.07291666666666666
805,phenoC,6,0.0625
806,geneH,6,0.05925925925925926
807,geneE,6,0.06481481481481481
808,phenoA,6,0.10416666666666666
809,phenoC,6,0.07291666666666666
810,geneF,6,0.07777777777777778
811,geneE,6,0.05555555555555555
812,geneE,6,0.05555555555555555
813,phenoB,5,0.08333333333333333
814,phenoB,6,0.08333333333333333
815,geneE,5,0.07777777777777778
816,phenoA,6,0.11458333333333333
817,phenoB,6,0.041666666666666664
818,phenoC,6,0.15
819,geneE,6,0.05555555555555555
820,phenoB,6,0.09375
821,phenoA,6,0.05625
822,geneE,6,0.09259259259259259
823,phenoC,6,0.125
824,phenoA,6,0.09791666666666667
825,phenoB,6,0.08333333333333333
826,phenoA,6,0.07291666666666666
827,geneH,6,0.05555555555555555
828,phenoA,6,0.17708333333333331
829,geneE,6,0.05555555555555555
830,geneE,6,0.09259259259259259
831,geneE,6,0.07777777777777778
832,geneE,6,0.06481481481481481
833,phenoA,6,0.11458333333333331
834,phenoC,6,0.11458333333333331
835,geneG,6,0.037037037037037035
836,geneH,6,0.06481481481481481
837,phenoC,6,0.09375
838,phenoC,6,0.16666666666666666
839,phenoC,6,0.0625
840,geneF,6,0.06481481481481481
841,phenoC,6,0.08333333333333333
842,phenoA,5,0.03125
