Edge name,partner1,partner2,Edge Type,Spearman corr pval (metatreatment1),Spearman corr pval (metatreatment2),Spearman corr pval (metatreatment3),Spearman corr pval (metatreatment4),Spearman corr pval (metatreatment5),Spearman corr pval (metatreatment6),Combined corr Pvalue,Corr Coefficient (metatreatment1),Corr Coefficient (metatreatment2),Corr Coefficient (metatreatment3),Corr Coefficient (metatreatment4),Corr Coefficient (metatreatment5),Corr Coefficient (metatreatment6),Mean Corr Coefficient,Combined corr FDR,partner1 name,partner1_MedianValue (Experiment1),partner1_MedianValue (Experiment2),partner1_MeanValue (Experiment1),partner1_MeanValue (Experiment2),partner1_MedianLog2FoldChange (Experiment1),partner1_MedianLog2FoldChange (Experiment2),partner1_MeanLog2FoldChange (Experiment1),partner1_MeanLog2FoldChange (Experiment2),partner2 name,partner2_MedianValue (Experiment1),partner2_MedianValue (Experiment2),partner2_MeanValue (Experiment1),partner2_MeanValue (Experiment2),partner2_MedianLog2FoldChange (Experiment1),partner2_MedianLog2FoldChange (Experiment2),partner2_MeanLog2FoldChange (Experiment1),partner2_MeanLog2FoldChange (Experiment2),Correlations Passed Consistency Filter (All Agree),All Non-PUC Filters Passed,combined Coefficient correlation Direction,partner1_FC_direction,partner2_FC_direction,IfFoldChangeDirectionMatch,PUC,"Final Network Value (0: No edge, 1: Positive edge, -1: Negative edge)"
lipid378<==>lipid138,lipid378,lipid138,lipid_metab<==>lipid_metab,0.016540722800677185,0.02800493915307187,0.006530017254715304,0.016540722800677185,0.02800493915307187,0.006530017254715304,9.962123937878317e-07,0.8024095954818835,0.7619047619047619,0.8571428571428571,0.8024095954818835,0.7619047619047619,0.8571428571428571,0.8071524048431674,1.1713139189817247e-05,lipid378,127.0671306,127.0671306,136.9285137540625,136.9285137540625,1.3664709482562416,1.3664709482562416,1.3129844651635632,1.3129844651635632,lipid138,38.91604058,38.91604058,41.36850744937501,41.36850744937501,0.6645679100393236,0.6645679100393236,0.6780105202573239,0.6780105202573239,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000064339<==>ENSMUSG00000059495,ENSMUSG00000064339,ENSMUSG00000059495,RNAseq<==>RNAseq,0.07814074941121574,0.0041039337200315645,0.0756896878416385,0.07814074941121574,0.0041039337200315645,0.0756896878416385,2.738182636729017e-05,0.6546536707079772,0.8783100656536799,0.6586944440522925,0.6546536707079772,0.8783100656536799,0.6586944440522925,0.7305527268046498,6.154127282637381e-05,ENSMUSG00000064339,4026.391767,4026.391767,10849.524537343746,10849.524537343746,3.821848582016618,3.821848582016618,3.6620762972405942,3.6620762972405942,ENSMUSG00000059495,57.780997119999995,57.780997119999995,79.61060948968749,79.61060948968749,1.8634037973097362,1.8634037973097362,1.701178320517339,1.701178320517339,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000040549<==>ENSMUSG00000020608,ENSMUSG00000040549,ENSMUSG00000020608,RNAseq<==>RNAseq,0.08308772479827897,0.006530017254715304,0.07098765432098764,0.08308772479827897,0.006530017254715304,0.07098765432098764,5.589132209995028e-05,0.6467181814331598,0.8571428571428571,0.6666666666666666,0.6467181814331598,0.8571428571428571,0.6666666666666666,0.7235092350808946,0.00011460618078785556,ENSMUSG00000040549,9.4165623685,9.4165623685,11.648073291906252,11.648073291906252,1.43738738537633,1.43738738537633,1.4110445573602532,1.4110445573602532,ENSMUSG00000020608,35.67431578,35.67431578,45.225697974375,45.225697974375,2.1245747125912997,2.1245747125912997,2.0882243891232215,2.0882243891232215,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid210<==>lipid247,lipid210,lipid247,lipid_metab<==>lipid_metab,0.19154931341586592,0.0756896878416385,0.042753945887630644,0.19154931341586592,0.0756896878416385,0.042753945887630644,0.003268925325338958,0.5149792926227014,0.6586944440522925,0.7228915662650602,0.5149792926227014,0.6586944440522925,0.7228915662650602,0.6321884343133514,0.008951321554578048,lipid210,2020.9887145,2020.9887145,1958.98843330625,1958.98843330625,1.3353134031999065,1.3353134031999065,1.3242791201190465,1.3242791201190465,lipid247,84.660495845,84.660495845,94.93768065890626,94.93768065890626,9.432908858065574,9.432908858065574,3.967342789028134,3.967342789028134,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000022521<==>ENSMUSG00000041997,ENSMUSG00000022521,ENSMUSG00000041997,RNAseq<==>RNAseq,0.08555889101267318,0.02800493915307187,0.0149026676862301,0.08555889101267318,0.02800493915307187,0.0149026676862301,4.9751780694472704e-05,0.6428571428571429,0.7619047619047619,0.8095238095238095,0.6428571428571429,0.7619047619047619,0.8095238095238095,0.7380952380952381,0.00010322558930022127,ENSMUSG00000022521,51.75471701,51.75471701,57.956213885625,57.956213885625,1.31826398367911,1.31826398367911,1.1242744196326977,1.1242744196326977,ENSMUSG00000041997,16.05881465,16.05881465,30.65659222921875,30.65659222921875,2.866491678513802,2.866491678513802,2.6734675402671852,2.6734675402671852,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000062981<==>ENSMUSG00000035469,ENSMUSG00000062981,ENSMUSG00000035469,RNAseq<==>RNAseq,0.05799031816457279,0.0149026676862301,0.006530017254715304,0.05799031816457279,0.0149026676862301,0.006530017254715304,2.727072117405285e-06,-0.6904761904761905,-0.8095238095238095,-0.8571428571428571,-0.6904761904761905,-0.8095238095238095,-0.8571428571428571,-0.7857142857142856,8.722186784781712e-06,ENSMUSG00000062981,54.154224815000006,54.154224815000006,51.89505545843749,51.89505545843749,-0.5455827616148923,-0.5455827616148923,-0.4810386224639499,-0.4810386224639499,ENSMUSG00000035469,47.438583640000004,47.438583640000004,49.62634769624999,49.62634769624999,0.9238283720241067,0.9238283720241067,0.9240782680282932,0.9240782680282932,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
lipid443<==>lipid219,lipid443,lipid219,lipid_metab<==>lipid_metab,0.03544853929737523,0.10500463789515244,0.005256365160078899,0.03544853929737523,0.10500463789515244,0.005256365160078899,1.9566630325762335e-05,-0.7409638554216867,-0.6145024332076469,-0.8674698795180723,-0.7409638554216867,-0.6145024332076469,-0.8674698795180723,-0.740978722715802,0.0001366922904062073,lipid443,8606.400916999999,8606.400916999999,15602.448513687494,15602.448513687494,-1.7367919122563218,-1.7367919122563218,-1.5744429910089475,-1.5744429910089475,lipid219,350.24870405,350.24870405,680.612460053125,680.612460053125,2.731388465054828,2.731388465054828,2.711615292396813,2.711615292396813,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
lipid517<==>lipid516,lipid517,lipid516,lipid_metab<==>lipid_metab,0.1017330374542646,0.0149026676862301,0.0149026676862301,0.1017330374542646,0.0149026676862301,0.0149026676862301,2.4492280051911744e-05,0.6190476190476191,0.8095238095238095,0.8095238095238095,0.6190476190476191,0.8095238095238095,0.8095238095238095,0.746031746031746,0.00016504327205531022,lipid517,51.87285156,51.87285156,118.012356119,118.012356119,-3.274189205530382,-3.274189205530382,-3.2295273989025146,-3.2295273989025146,lipid516,20.395585545000003,20.395585545000003,27.099144042781248,27.099144042781248,-8.567864119292883,-8.567864119292883,-3.53436246517095,-3.53436246517095,True,True,1.0,-1.0,-1.0,1.0,1,1.0
ENSMUSG00000022383<==>ENSMUSG00000064337,ENSMUSG00000022383,ENSMUSG00000064337,RNAseq<==>RNAseq,0.0756667914858492,0.0011108173578061712,3.314396026200151e-05,0.0756667914858492,0.0011108173578061712,3.314396026200151e-05,7.003010042421896e-12,0.6587325492402599,0.9221722216732094,0.9761904761904762,0.6587325492402599,0.9221722216732094,0.9761904761904762,0.8523650823679819,2.599008017925741e-10,ENSMUSG00000022383,65.24405235,65.24405235,115.69545477718755,115.69545477718755,3.4654666648694645,3.4654666648694645,3.2408771938464573,3.2408771938464573,ENSMUSG00000064337,1441.1055744999999,1441.1055744999999,4521.156135850001,4521.156135850001,4.172841866540582,4.172841866540582,4.083104108444955,4.083104108444955,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000035349<==>ENSMUSG00000030557,ENSMUSG00000035349,ENSMUSG00000030557,RNAseq<==>RNAseq,0.0149026676862301,0.010175540123456787,0.04652823228416728,0.0149026676862301,0.010175540123456787,0.04652823228416728,3.900303324720967e-06,0.8095238095238095,0.8333333333333334,0.7142857142857143,0.8095238095238095,0.8333333333333334,0.7142857142857143,0.7857142857142857,1.175272977032837e-05,ENSMUSG00000035349,11.550391675,11.550391675,19.40860118425,19.40860118425,3.1610991842182687,3.1610991842182687,3.264773235227284,3.264773235227284,ENSMUSG00000030557,20.40482731,20.40482731,24.274628885624995,24.274628885624995,1.2386437087211257,1.2386437087211257,1.237823122999883,1.237823122999883,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid388<==>lipid362,lipid388,lipid362,lipid_metab<==>lipid_metab,0.010175540123456787,0.010175540123456787,0.06869274160505996,0.010175540123456787,0.010175540123456787,0.06869274160505996,3.950690762660139e-06,0.8333333333333334,0.8333333333333334,0.670670706671425,0.8333333333333334,0.8333333333333334,0.670670706671425,0.7791124577793639,3.611310943035921e-05,lipid388,170.8867415,170.8867415,193.39542752928125,193.39542752928125,8.03844215599832,8.03844215599832,4.4613626897630025,4.4613626897630025,lipid362,679.29970385,679.29970385,689.4031749343749,689.4031749343749,1.5556275788598315,1.5556275788598315,1.5176795538104335,1.5176795538104335,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000061755<==>ENSMUSG00000080542,ENSMUSG00000061755,ENSMUSG00000080542,RNAseq<==>RNAseq,0.0020082755054294677,0.006530017254715304,0.0008629681828999817,0.0020082755054294677,0.006530017254715304,0.0008629681828999817,8.07431457178959e-11,0.9047619047619048,0.8571428571428571,0.9285714285714286,0.9047619047619048,0.8571428571428571,0.9285714285714286,0.8968253968253969,1.9075568175852905e-09,ENSMUSG00000061755,29.67927399,29.67927399,40.80537614384376,40.80537614384376,2.1211866080369006,2.1211866080369006,2.2176094272163542,2.2176094272163542,ENSMUSG00000080542,16.53098586,16.53098586,44.80126392456249,44.80126392456249,4.45588422620945,4.45588422620945,4.152318274699826,4.152318274699826,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid443<==>lipid532,lipid443,lipid532,lipid_metab<==>lipid_metab,6.548558831120576e-05,0.07330582330837652,0.14633153260555043,6.548558831120576e-05,0.07330582330837652,0.14633153260555043,9.047972862666502e-08,0.9700772721497398,0.6626987024788349,0.5628843430992317,0.9700772721497398,0.6626987024788349,0.5628843430992317,0.7318867725759355,1.539326300788474e-06,lipid443,8606.400916999999,8606.400916999999,15602.448513687494,15602.448513687494,-1.7367919122563218,-1.7367919122563218,-1.5744429910089475,-1.5744429910089475,lipid532,1648.2402849999999,1648.2402849999999,4319.540769928126,4319.540769928126,-3.2159976198201106,-3.2159976198201106,-3.0041534835124146,-3.0041534835124146,True,True,1.0,-1.0,-1.0,1.0,1,1.0
ENSMUSG00000069892<==>ENSMUSG00000037234,ENSMUSG00000069892,ENSMUSG00000037234,RNAseq<==>RNAseq,0.03655276105286082,0.03655276105286082,0.006530017254715304,0.03655276105286082,0.03655276105286082,0.006530017254715304,5.472531760974531e-06,0.7380952380952381,0.7380952380952381,0.8571428571428571,0.7380952380952381,0.7380952380952381,0.8571428571428571,0.7777777777777778,1.558388927246263e-05,ENSMUSG00000069892,8.265552972,8.265552972,14.2766240254375,14.2766240254375,2.8615404055366787,2.8615404055366787,2.899882018422921,2.899882018422921,ENSMUSG00000037234,35.24687868,35.24687868,50.162810897812506,50.162810897812506,1.6526929081976027,1.6526929081976027,1.6021410546132178,1.6021410546132178,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000022383<==>ENSMUSG00000022141,ENSMUSG00000022383,ENSMUSG00000022141,RNAseq<==>RNAseq,0.08555889101267318,0.02800493915307187,0.010175540123456787,0.08555889101267318,0.02800493915307187,0.010175540123456787,2.757290075781377e-05,0.6428571428571429,0.7619047619047619,0.8333333333333334,0.6428571428571429,0.7619047619047619,0.8333333333333334,0.746031746031746,6.188894328881621e-05,ENSMUSG00000022383,65.24405235,65.24405235,115.69545477718755,115.69545477718755,3.4654666648694645,3.4654666648694645,3.2408771938464573,3.2408771938464573,ENSMUSG00000022141,59.74119442,59.74119442,77.80744738937501,77.80744738937501,1.5498384057469163,1.5498384057469163,1.6103422077862681,1.6103422077862681,True,True,1.0,1.0,1.0,1.0,1,1.0
