ID,Type,Median Value (Experiment1),Median Value (Experiment2),Mean Value (Experiment1),Mean Value (Experiment2),Comparison p-value (Experiment1),Comparison p-value (Experiment2),Median Log2 Fold Change (Experiment1),Median Log2 Fold Change (Experiment2),Mean Log2 Fold Change (Experiment1),Mean Log2 Fold Change (Experiment2),Median Log2 Fold Change Direction (Experiment1),Median Log2 Fold Change Direction (Experiment2),Median Log2 Fold Changes Consistent,Combined Comparison p-value,Corrected Comparison p-value
lipid112,lipid_metab,1947.7130605000002,1947.7130605000002,1676.05040385625,1676.05040385625,0.000930972271575002,0.000930972271575002,3.4067578077122356,3.4067578077122356,3.2803374009896915,3.2803374009896915,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid114,lipid_metab,13.739886835,13.739886835,17.1714886143125,17.1714886143125,0.0009391056991171899,0.0009391056991171899,7.3605828979037025,7.3605828979037025,3.536138136578442,3.536138136578442,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid115,lipid_metab,24.04922696,24.04922696,26.202513624250003,26.202513624250003,0.0009228863794545132,0.0009228863794545132,7.953680888572746,7.953680888572746,3.3820437896756985,3.3820437896756985,1.0,1.0,True,1.2755355324884391e-05,1.6804255267406683e-05
lipid116,lipid_metab,259.7857213,259.7857213,298.67028282812504,298.67028282812504,0.0009391056991171899,0.0009391056991171899,2.5601278555867673,2.5601278555867673,2.52869161293728,2.52869161293728,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid117,lipid_metab,889.47183295,889.47183295,1728.75048374375,1728.75048374375,0.000930972271575002,0.000930972271575002,2.95865375316116,2.95865375316116,2.951218125742063,2.951218125742063,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid119,lipid_metab,60.66515637,60.66515637,104.65394447062502,104.65394447062502,0.00387604144899475,0.00387604144899475,0.7254542383440856,0.7254542383440856,0.7715373186063523,0.7715373186063523,1.0,1.0,True,0.0001818751036234563,0.00018513743732073804
lipid120,lipid_metab,1532.9542195,1532.9542195,1853.825833346875,1853.825833346875,0.0009391056991171899,0.0009391056991171899,1.3437778773451485,1.3437778773451485,1.411682597442589,1.411682597442589,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid121,lipid_metab,11.331382475,11.331382475,9.343966646874998,9.343966646874998,0.0009391056991171899,0.0009391056991171899,7.296321503136027,7.296321503136027,7.009614094378124,7.009614094378124,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid122,lipid_metab,8163.302124,8163.302124,7281.0630142499995,7281.0630142499995,0.000891015907586499,0.000891015907586499,1.4382461204119776,1.4382461204119776,1.4472594852681024,1.4472594852681024,1.0,1.0,True,1.1945395480596261e-05,1.6804255267406683e-05
lipid124,lipid_metab,83.401738095,83.401738095,80.69899675,80.69899675,0.000930972271575002,0.000930972271575002,0.923418045460219,0.923418045460219,0.9230259422349818,0.9230259422349818,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid125,lipid_metab,4759.952107,4759.952107,4507.513104624999,4507.513104624999,0.0009068567509923489,0.0009068567509923489,1.2744513907202668,1.2744513907202668,1.242178602864474,1.242178602864474,1.0,1.0,True,1.2344926641930094e-05,1.6804255267406683e-05
lipid126,lipid_metab,1306.2457715,1306.2457715,1281.179155471875,1281.179155471875,0.0009391056991171899,0.0009391056991171899,2.8656314740075897,2.8656314740075897,2.7579007065617143,2.7579007065617143,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid128,lipid_metab,1704.624902,1704.624902,1692.8776627062502,1692.8776627062502,0.0009228863794545132,0.0009228863794545132,2.289795577064562,2.289795577064562,2.154257514562214,2.154257514562214,1.0,1.0,True,1.2755355324884391e-05,1.6804255267406683e-05
lipid130,lipid_metab,30.300675585,30.300675585,40.417176390937506,40.417176390937506,0.000930972271575002,0.000930972271575002,1.871411938123148,1.871411938123148,1.6852097453837498,1.6852097453837498,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid132,lipid_metab,56.20457406,56.20457406,85.97612386471874,85.97612386471874,0.000930972271575002,0.000930972271575002,3.6943926719687488,3.6943926719687488,3.903954536568518,3.903954536568518,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid133,lipid_metab,166.78787634999998,166.78787634999998,287.68282626468755,287.68282626468755,0.0009391056991171899,0.0009391056991171899,2.2373041163394007,2.2373041163394007,2.2583135583256952,2.2583135583256952,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid137,lipid_metab,308.88055095000004,308.88055095000004,349.06650538468756,349.06650538468756,0.0009391056991171899,0.0009391056991171899,1.0449820878846492,1.0449820878846492,1.1052223346447332,1.1052223346447332,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid138,lipid_metab,38.91604058,38.91604058,41.36850744937501,41.36850744937501,0.0013482872909363563,0.0013482872909363563,0.6645679100393236,0.6645679100393236,0.6780105202573239,0.6780105202573239,1.0,1.0,True,2.5846307944155804e-05,3.0866005438795226e-05
lipid139,lipid_metab,6.731292879,6.731292879,7.6859572904375,7.6859572904375,0.0009391056991171899,0.0009391056991171899,6.83011143521471,6.83011143521471,3.623050920109025,3.623050920109025,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid140,lipid_metab,1356.65195,1356.65195,1272.3934811156248,1272.3934811156248,0.0009228863794545132,0.0009228863794545132,1.1884232511806858,1.1884232511806858,1.1551800018297333,1.1551800018297333,1.0,1.0,True,1.2755355324884391e-05,1.6804255267406683e-05
lipid142,lipid_metab,31.668480395,31.668480395,27.912648296343754,27.912648296343754,0.000930972271575002,0.000930972271575002,7.02603778133084,7.02603778133084,2.045352039694631,2.045352039694631,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid143,lipid_metab,11.143622265000001,11.143622265000001,9.848494664499999,9.848494664499999,0.0009391056991171899,0.0009391056991171899,6.751679411055301,6.751679411055301,3.4084775568194567,3.4084775568194567,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid144,lipid_metab,965.3786003,965.3786003,900.116527359375,900.116527359375,0.0009228863794545132,0.0009228863794545132,1.174873754462684,1.174873754462684,1.102336416820059,1.102336416820059,1.0,1.0,True,1.2755355324884391e-05,1.6804255267406683e-05
lipid145,lipid_metab,981.1435795,981.1435795,922.816740621875,922.816740621875,0.000930972271575002,0.000930972271575002,1.199685133414859,1.199685133414859,1.125043874284602,1.125043874284602,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid150,lipid_metab,67.52976277,67.52976277,68.26857669040625,68.26857669040625,0.0009391056991171899,0.0009391056991171899,2.5974037740093956,2.5974037740093956,2.448659517664108,2.448659517664108,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid151,lipid_metab,1135.4265455,1135.4265455,1760.3274007187504,1760.3274007187504,0.000930972271575002,0.000930972271575002,2.273705587277982,2.273705587277982,2.2757949464112714,2.2757949464112714,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid152,lipid_metab,1229.024484,1229.024484,1883.3105494281258,1883.3105494281258,0.0009148479102636043,0.0009148479102636043,2.3244812506320365,2.3244812506320365,2.3162794694400435,2.3162794694400435,1.0,1.0,True,1.2548764891179841e-05,1.6804255267406683e-05
lipid154,lipid_metab,284.63487965,284.63487965,479.69147931937493,479.69147931937493,0.0013482872909363563,0.0013482872909363563,1.1390560471019706,1.1390560471019706,1.042123342243189,1.042123342243189,1.0,1.0,True,2.5846307944155804e-05,3.0866005438795226e-05
lipid155,lipid_metab,1977.1518820000001,1977.1518820000001,2413.1506815812504,2413.1506815812504,0.0011123577170742314,0.0011123577170742314,0.9800189202185614,0.9800189202185614,1.0723706268285331,1.0723706268285331,1.0,1.0,True,1.806831085743235e-05,2.2660257263188637e-05
lipid156,lipid_metab,24.39702431,24.39702431,25.770993215499995,25.770993215499995,0.001932593085439987,0.001932593085439987,1.225275613499868,1.225275613499868,1.033211538918449,1.033211538918449,1.0,1.0,True,5.0413094442123284e-05,5.554099656309434e-05
lipid160,lipid_metab,102.680734105,102.680734105,88.21424206706251,88.21424206706251,0.0009391056991171899,0.0009391056991171899,4.088549110121391,4.088549110121391,3.599893671640175,3.599893671640175,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid161,lipid_metab,524.1554964,524.1554964,538.690789136875,538.690789136875,0.000930972271575002,0.000930972271575002,2.015844717992486,2.015844717992486,2.020431639100637,2.020431639100637,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid165,lipid_metab,20.815514345,20.815514345,38.65308218874999,38.65308218874999,0.000930972271575002,0.000930972271575002,2.262006429306807,2.262006429306807,2.1327277155735223,2.1327277155735223,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid178,lipid_metab,428.7703173,428.7703173,422.13637614375,422.13637614375,0.0009391056991171899,0.0009391056991171899,1.088437427336046,1.088437427336046,1.1143897215704404,1.1143897215704404,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid179,lipid_metab,187.0691081,187.0691081,168.157143505625,168.157143505625,0.0009228863794545132,0.0009228863794545132,2.1099652215298406,2.1099652215298406,2.037694286961796,2.037694286961796,1.0,1.0,True,1.2755355324884391e-05,1.6804255267406683e-05
lipid183,lipid_metab,359.7635811,359.7635811,326.38923749384367,326.38923749384367,0.0009228863794545132,0.0009228863794545132,4.304905757594493,4.304905757594493,4.210906135075764,4.210906135075764,1.0,1.0,True,1.2755355324884391e-05,1.6804255267406683e-05
lipid185,lipid_metab,2758.066133,2758.066133,2573.70549609375,2573.70549609375,0.0009068567509923489,0.0009068567509923489,1.8155950300148396,1.8155950300148396,1.618380367985285,1.618380367985285,1.0,1.0,True,1.2344926641930094e-05,1.6804255267406683e-05
lipid197,lipid_metab,595.8554213,595.8554213,637.1126560937499,637.1126560937499,0.0009391056991171899,0.0009391056991171899,1.3294689171156442,1.3294689171156442,1.2761391556050552,1.2761391556050552,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid199,lipid_metab,14196.20267,14196.20267,13777.77219015625,13777.77219015625,0.000891015907586499,0.000891015907586499,2.1040794566192327,2.1040794566192327,1.9658107156939626,1.9658107156939626,1.0,1.0,True,1.1945395480596261e-05,1.6804255267406683e-05
lipid201,lipid_metab,28145.38244,28145.38244,28396.4406603125,28396.4406603125,0.0015051192313625845,0.0015051192313625845,0.6855444650782005,0.6855444650782005,0.6455077609069715,0.6455077609069715,1.0,1.0,True,3.171031446784845e-05,3.691405838052101e-05
lipid205,lipid_metab,2270.484725,2270.484725,2914.680966065625,2914.680966065625,0.0008753629348423554,0.0008753629348423554,1.4492204716030024,1.4492204716030024,1.5306874651698759,1.5306874651698759,1.0,1.0,True,1.1556541156336858e-05,1.6804255267406683e-05
lipid207,lipid_metab,325.8583341,325.8583341,308.04281457165615,308.04281457165615,0.000930972271575002,0.000930972271575002,8.784837387940694,8.784837387940694,6.178189219281564,6.178189219281564,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid208,lipid_metab,1014.0899383000001,1014.0899383000001,1114.0457008125,1114.0457008125,0.0009391056991171899,0.0009391056991171899,1.177633794980621,1.177633794980621,1.201270286542052,1.201270286542052,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid210,lipid_metab,2020.9887145,2020.9887145,1958.98843330625,1958.98843330625,0.000930972271575002,0.000930972271575002,1.3353134031999065,1.3353134031999065,1.3242791201190465,1.3242791201190465,1.0,1.0,True,1.2964725965737427e-05,1.6804255267406683e-05
lipid211,lipid_metab,3131.27846,3131.27846,2851.03658673125,2851.03658673125,0.0009148479102636043,0.0009148479102636043,1.5775541087157503,1.5775541087157503,1.545776111114271,1.545776111114271,1.0,1.0,True,1.2548764891179841e-05,1.6804255267406683e-05
lipid213,lipid_metab,742.1991478,742.1991478,743.9771014823435,743.9771014823435,0.004514941947331862,0.004514941947331862,6.040997986318649,6.040997986318649,3.633533059158476,3.633533059158476,1.0,1.0,True,0.00024055426654720065,0.00024269252669428687
lipid219,lipid_metab,350.24870405,350.24870405,680.612460053125,680.612460053125,0.0009228863794545132,0.0009228863794545132,2.731388465054828,2.731388465054828,2.711615292396813,2.711615292396813,1.0,1.0,True,1.2755355324884391e-05,1.6804255267406683e-05
lipid220,lipid_metab,287.92039605,287.92039605,289.6037003955313,289.6037003955313,0.002761604417827473,0.002761604417827473,0.9055301279769434,0.9055301279769434,0.8407726722137054,0.8407726722137054,1.0,1.0,True,9.74957889113269e-05,0.00010293741433893585
lipid221,lipid_metab,607.6554642,607.6554642,982.42428334375,982.42428334375,0.0009391056991171899,0.0009391056991171899,2.0292517063766984,2.0292517063766984,2.055704152844174,2.055704152844174,1.0,1.0,True,1.317690501144665e-05,1.6804255267406683e-05
lipid229,lipid_metab,3841.274408,3841.274408,4215.45060334375,4215.45060334375,0.002721949029184541,0.002721949029184541,-0.6200156759562212,-0.6200156759562212,-0.7289632224290306,-0.7289632224290306,-1.0,-1.0,True,9.493022392141239e-05,0.00010164698504792742
lipid243,lipid_metab,181.73920745,181.73920745,178.39926860906252,178.39926860906252,0.001932593085439987,0.001932593085439987,0.8643276471237054,0.8643276471237054,0.8255879781139207,0.8255879781139207,1.0,1.0,True,5.0413094442123284e-05,5.554099656309434e-05
