Network Index,Node,Degree,BiBC
180,OTU_191067,13,0.05977071602200295
181,OTU_191274,20,0.050776132819680825
182,OTU_272092,19,0.06608118790278406
183,OTU_539647,15,0.04285544115828693
184,OTU_261142,18,0.05375315693465747
185,OTU_4345268,13,0.038818454871891936
186,OTU_4345268,14,0.04564287417871773
187,OTU_262104,20,0.055470504535207535
188,OTU_270200,22,0.08563002639187098
189,OTU_198209,17,0.062284713970603374
190,OTU_460611,19,0.06957892729736309
191,OTU_297143,16,0.06723507369799325
192,OTU_187233,13,0.03877471975196159
193,OTU_191811,19,0.05082393864552139
194,OTU_1129461,20,0.04978271460178899
195,fasting insulin,21,0.06431416259847632
196,OTU_309916,18,0.05415239724217091
197,OTU_349246,18,0.05034983454223276
198,OTU_261016,14,0.04853297687495862
199,OTU_272758,21,0.065160804385256
200,OTU_191274,14,0.04008578337761901
201,OTU_187233,15,0.04786881580305178
202,OTU_4468805,17,0.049420308715548866
203,OTU_193064,17,0.06910221992473271
204,OTU_331013,14,0.045069858824085485
205,OTU_346804,16,0.05438256008602076
206,OTU_166911,17,0.06333164377576367
207,OTU_445144,19,0.057167740420367465
208,OTU_324888,14,0.04782800603669466
209,OTU_288680,15,0.05022088683106924
210,OTU_193672,16,0.05206945236854626
211,OTU_269037,16,0.04503206634826768
212,120min glucose,15,0.049523373987625165
213,OTU_268492,17,0.05591062216938862
214,OTU_4345268,18,0.04010184199149913
215,OTU_174320,18,0.04595437174213126
216,OTU_191811,17,0.041010604334051695
217,fasting leptin,17,0.043589316408674805
218,OTU_261590,23,0.07243329614123792
219,OTU_203713,19,0.05720654405925838
220,OTU_259993,21,0.03782442773947008
221,Body weight,14,0.04656980653779867
222,GTT-AUC,16,0.06255356305141845
223,OTU_269037,18,0.061898531523804694
224,OTU_309916,19,0.06175440999786599
225,OTU_264155,15,0.052095941889627295
226,OTU_206324,15,0.0396881170755064
227,OTU_174320,17,0.049832873509391515
228,OTU_206324,20,0.07034414567518252
229,OTU_264155,17,0.0382905106064963
230,OTU_170950,19,0.05029156813144294
231,HOMA-IR,15,0.05369901754021682
232,OTU_265011,17,0.04024464570853324
233,OTU_265011,17,0.048438087074715336
234,OTU_320249,16,0.07303511929951793
235,OTU_174320,22,0.04742196520918609
236,GTT-AUC,15,0.04432230817030009
237,OTU_1995182,14,0.05668166333883652
238,OTU_1129461,13,0.04775037824612135
239,OTU_176154,15,0.0477034167209533
240,OTU_176154,16,0.06780325232201047
241,OTU_203713,23,0.0451907570684591
242,GTT-AUC,19,0.04508098546280663
243,OTU_188225,17,0.061101622636383385
244,OTU_191811,16,0.0928954286357603
245,OTU_272758,16,0.0493806877200574
246,OTU_273737,18,0.07534349117424267
247,OTU_1129461,15,0.08249874165912201
248,OTU_261016,16,0.06320170125545212
249,OTU_273737,17,0.059583143555203937
250,OTU_4345268,16,0.04816808891686433
251,OTU_261590,15,0.04504885160549873
252,OTU_273737,22,0.059796068966093
253,OTU_324013,15,0.05547574516887144
254,OTU_198209,16,0.04227067955145244
255,OTU_261142,18,0.05148704994166442
256,OTU_261590,15,0.05896392152263073
257,fasting leptin,14,0.041260646559883846
258,OTU_198194,17,0.05282825237550961
259,OTU_259506,20,0.06474308190189328
260,OTU_170950,16,0.05997055516207877
261,OTU_182764,17,0.05885730219059922
262,OTU_4468805,16,0.0442477783761814
263,OTU_174320,18,0.042815363420132375
264,OTU_191067,12,0.04532063506447198
265,OTU_297143,20,0.03918121261578287
266,OTU_261016,14,0.04030961995173957
267,OTU_179703,23,0.06853634835072112
268,OTU_166911,15,0.04039120571527725
269,OTU_185177,17,0.04795088762153978
270,HOMA-IR,12,0.04270141911704608
271,OTU_264155,15,0.05203630747379502
272,OTU_460611,20,0.06590607590900725
273,OTU_1902400,13,0.04125063470080597
274,OTU_182712,20,0.04575833617989025
275,fasting leptin,20,0.05944018291614074
276,OTU_185177,19,0.05504565014516402
277,OTU_549756,14,0.047390689415646135
278,OTU_288680,20,0.05220116753303227
279,OTU_265011,19,0.07460328782279622
280,OTU_460611,14,0.051876793592443585
281,OTU_197099,14,0.04643447367272356
282,OTU_549756,14,0.04592254105978553
283,OTU_631764,11,0.040430756862681765
284,OTU_1129461,16,0.04990856821587746
285,OTU_324013,17,0.050607447207465475
286,OTU_264155,15,0.037722640902011245
287,OTU_197099,15,0.03826263020322021
288,OTU_229452,16,0.049190997087042096
289,OTU_288680,20,0.05267683913393293
290,OTU_198209,20,0.0663318135972063
291,OTU_349246,16,0.036396165569359894
292,OTU_269037,17,0.05012861823940452
293,OTU_206324,20,0.08385956380046138
294,fasting glucose from HOMA serum,13,0.04856777098636668
295,OTU_324888,15,0.047554498938085214
296,OTU_272758,24,0.05565170017778344
297,OTU_1129461,17,0.05768767745534615
298,OTU_187962,16,0.04788492137121239
299,OTU_268492,18,0.0523163624000813
300,OTU_261590,15,0.05811439810626899
301,OTU_1995182,15,0.04710219963869115
302,OTU_445144,18,0.04152929531608252
303,OTU_631764,14,0.052529278771798756
304,OTU_268063,17,0.06160981310146006
305,OTU_229452,19,0.0578510014397038
306,OTU_191616,17,0.05587934776401328
307,OTU_344703,21,0.06039917350617015
308,OTU_272758,16,0.05503996671586046
309,OTU_187962,15,0.041795893056547934
310,OTU_269037,16,0.04967406298056934
311,OTU_445144,17,0.04210862616643289
312,OTU_180362,19,0.043825019025869605
313,OTU_4345268,23,0.0928613868305584
314,OTU_134762,17,0.052176310876437336
315,OTU_272758,19,0.05057526685728278
316,OTU_324013,18,0.04652213930643952
317,OTU_176154,17,0.04283353685518912
318,OTU_259993,14,0.04894146404029952
319,OTU_134762,20,0.07008142004087668
320,OTU_187962,19,0.059251045080760595
321,OTU_445144,17,0.0418457789227713
322,OTU_206324,14,0.04801010260010394
323,OTU_206324,20,0.047606449826931074
324,fasting glucose from GTT,13,0.057238335849903864
325,OTU_196191,15,0.05251836421932899
326,OTU_269037,18,0.047162676095979926
327,OTU_4345268,16,0.04928393919898001
328,HOMA-IR,15,0.04851298130984503
329,HOMA-IR,13,0.053381842863078295
330,OTU_174320,16,0.05934289622170272
331,OTU_193672,14,0.041192145967577205
332,OTU_549756,16,0.05143858717493508
333,OTU_268492,15,0.04238003412069546
334,OTU_268063,18,0.06696198435084394
335,OTU_198209,19,0.05955701269757127
336,GTT-AUC,16,0.053964708634914815
337,OTU_331013,15,0.04925870297470902
338,HOMA-IR,21,0.12063037171436654
339,OTU_264155,15,0.043657296622527125
340,OTU_324013,17,0.05554946812926368
341,OTU_264734,22,0.05968470235051278
342,OTU_320249,15,0.05126959110594813
343,OTU_259993,14,0.044356772174036954
344,OTU_129394,15,0.047323760995542405
345,OTU_191811,17,0.05462477854100555
346,OTU_229452,14,0.058219717273335754
347,fasting glucose from HOMA serum,15,0.04857431191535712
348,OTU_259993,15,0.05014444826088166
349,OTU_229452,16,0.06333471986475354
350,fasting glucose from GTT,16,0.09011136659727365
351,GTT-AUC,15,0.046966633510697395
352,OTU_272889,13,0.046297061071270094
353,OTU_4448052,14,0.03753850146484243
354,OTU_193672,15,0.05507582455594052
355,OTU_180362,22,0.12310563654512217
356,OTU_229452,17,0.04875343763372661
357,fasting leptin,17,0.04822159486457023
358,OTU_297143,16,0.07848337375400793
359,OTU_1995182,22,0.06681563765770016
360,OTU_1902400,19,0.054559895512629936
361,OTU_264734,18,0.06169013579998991
362,OTU_182764,15,0.04871259401681354
363,OTU_261142,17,0.06400354794672337
364,OTU_129394,17,0.06262487318879863
365,OTU_297143,16,0.04373642374463448
366,OTU_264734,16,0.04272447646202762
367,OTU_1129461,15,0.04792336205086875
368,OTU_268492,16,0.046270434542231086
369,OTU_166911,16,0.05505458227721641
370,OTU_261142,18,0.0463190037834413
371,OTU_273737,17,0.04923113093599806
372,OTU_1995182,19,0.052461994368853536
373,OTU_191811,16,0.03918193858587373
374,OTU_4345268,18,0.05448879643428122
375,OTU_179703,16,0.037717807374279856
376,OTU_198194,17,0.05456628602465931
377,OTU_193672,15,0.04764027638691511
378,Body weight,18,0.057866509911001285
379,OTU_194151,17,0.04413330790839914
380,OTU_1902400,23,0.06596334215370968
381,OTU_1995182,16,0.04851975892584424
382,OTU_297143,18,0.06038350776969643
383,OTU_191811,16,0.04779039773807139
384,OTU_268492,15,0.054735085095650296
385,fasting glucose from GTT,17,0.03486051783043829
386,OTU_265011,16,0.04963095000159495
387,OTU_265011,14,0.05061541998952063
388,OTU_262104,19,0.043593761311678705
389,OTU_259993,18,0.05022501491579182
390,OTU_188225,15,0.046987524179778285
391,OTU_196191,18,0.0550659717185118
392,OTU_191616,17,0.05287681040281884
393,OTU_346804,21,0.06306190061095665
394,OTU_297143,15,0.051244130075944486
395,OTU_344703,19,0.046138945101393644
396,HOMA-IR,16,0.05030039336480118
397,OTU_229452,19,0.05800647009193873
398,OTU_264734,23,0.0721029385340323
399,OTU_182712,20,0.050088716446257966
400,OTU_349246,18,0.06726643672431533
401,OTU_331013,17,0.04701292742761963
402,OTU_346804,18,0.05687300726946253
403,OTU_259993,16,0.04127150055207181
404,OTU_272092,14,0.05091127881686644
405,OTU_198209,18,0.06439803861353588
406,fed glucose,16,0.036721804254199485
407,OTU_320249,20,0.06367773164243629
408,OTU_198194,19,0.07574326579065029
409,OTU_460611,15,0.06519435816454171
410,fasting insulin,14,0.048946758995708495
411,OTU_191616,20,0.0647364005699426
412,OTU_129394,18,0.049524618098858525
413,OTU_198209,20,0.05498868589977527
414,fasting insulin,20,0.05902124929659131
415,OTU_320249,22,0.06319976505166265
416,OTU_1902400,19,0.057736963969780175
417,OTU_174320,21,0.05894466500470948
418,OTU_631764,13,0.04336565053214277
419,120min glucose,22,0.06309493614717233
420,OTU_170950,15,0.05135866491155084
421,OTU_194151,18,0.063387281631139
422,Body weight,13,0.04834056328927218
423,Body weight,17,0.05156990105580982
424,OTU_179703,17,0.05006676876510955
425,OTU_259506,17,0.0466805976950604
426,OTU_166911,22,0.06617308512751531
427,fasting insulin,16,0.055038743588271107
428,OTU_191274,16,0.0614060412559571
429,OTU_349246,17,0.0524039024166781
430,OTU_272889,20,0.042283975397719796
431,fasting insulin,18,0.05219529891155218
432,OTU_180362,17,0.057187495191962694
433,OTU_191811,21,0.05392435226375531
434,fasting glucose from GTT,14,0.044283131321434216
435,OTU_309916,19,0.05860949736741046
436,OTU_259506,14,0.033290803438080274
437,OTU_197099,20,0.057777722631862996
438,OTU_320249,18,0.04551711208203308
439,fasting glucose from HOMA serum,19,0.05595285461352226
440,OTU_266946,18,0.06384124265525584
441,OTU_182712,15,0.04232578092406378
442,OTU_324013,16,0.040984104763688675
443,OTU_174320,14,0.04866870243648041
444,OTU_264155,18,0.07018629077575853
445,OTU_229452,14,0.04265180378236244
446,OTU_129394,19,0.05620864049329587
447,OTU_187233,18,0.05594918441076142
448,OTU_191811,23,0.057299187656420836
449,fasting insulin,18,0.05830478793739329
450,OTU_191274,18,0.05154218462987486
451,OTU_268063,17,0.061438865069851946
452,OTU_129394,21,0.05632038081016907
453,OTU_229452,16,0.03836679881110034
454,OTU_197099,18,0.05320331389969036
455,OTU_344703,17,0.0528296982085698
456,OTU_191616,20,0.07457454616514227
457,120min glucose,17,0.04088176857137022
458,OTU_182712,17,0.04186631907928728
459,OTU_193672,19,0.0618871724984317
460,OTU_166911,13,0.03612447976886539
461,fasting insulin,13,0.04273851279361955
462,OTU_261590,18,0.045541971616707644
463,OTU_206324,16,0.0407151379832669
464,OTU_176154,17,0.046314610272080045
465,OTU_344703,19,0.046948521664909815
466,OTU_259506,15,0.05384794841436657
467,OTU_182712,18,0.050773950279451634
468,OTU_344703,16,0.045846133676677614
469,OTU_324888,15,0.05057743103768561
470,OTU_1129461,19,0.09593006950266023
471,OTU_261590,18,0.048056154206570646
472,OTU_198209,16,0.04823691334764393
473,GTT-AUC,14,0.044967496896862975
474,OTU_203713,17,0.04823934396769759
475,OTU_194151,15,0.05715257066766542
476,OTU_460611,14,0.059900895341959665
477,OTU_193064,16,0.046341388333459445
478,OTU_268492,15,0.03904190437741072
479,Body weight,21,0.04634810133833374
480,OTU_182712,16,0.04076995098469436
481,OTU_324888,18,0.04576296412504852
482,OTU_264225,18,0.060143717409987286
483,OTU_182764,21,0.06573986148855022
484,OTU_134762,16,0.03962872665170594
485,OTU_191067,15,0.04847280063127012
486,OTU_193064,18,0.045960860329552156
487,fasting insulin,20,0.08806019262848269
488,OTU_188225,16,0.04607343804455178
489,OTU_170950,21,0.04044429392296647
490,OTU_188225,15,0.048416451375323556
491,OTU_185177,18,0.07068565599473281
492,OTU_4345268,16,0.05841663289812975
493,fed glucose,19,0.035424539175128535
494,OTU_264225,18,0.04125671227717183
495,OTU_193672,16,0.05807326409115683
496,OTU_268063,15,0.04714847987263474
497,OTU_631764,13,0.043660562925352024
498,OTU_320249,16,0.05818792492606639
499,OTU_273737,15,0.054981632992767496
500,OTU_187962,14,0.06223537182389837
501,GTT-AUC,13,0.04589774625478947
502,OTU_309916,16,0.05134190057501748
503,OTU_134762,15,0.05027676103645989
504,OTU_324888,16,0.053894628789004466
505,OTU_191274,16,0.04204850905426213
506,OTU_460611,15,0.045367332071701495
507,Body weight,17,0.07438679756940209
508,OTU_4448052,18,0.045243113817511706
509,OTU_230268,19,0.05167929802830015
510,OTU_460611,13,0.0714528813305686
511,OTU_309916,18,0.058917078583498206
512,OTU_185177,19,0.046650147953655276
513,OTU_539647,14,0.06155007704979155
514,OTU_203713,20,0.07788870565026483
515,OTU_191067,18,0.07282866337860447
516,OTU_4468805,17,0.06824279798143118
517,OTU_191616,17,0.054217514121727914
518,OTU_264734,18,0.05267741888493695
519,OTU_268063,16,0.04705141229615804
520,OTU_261016,12,0.043380020479504365
521,OTU_191811,18,0.04396989140771757
522,OTU_264155,13,0.053731878563476866
523,OTU_272758,17,0.07431079766720243
524,OTU_193064,16,0.04171055342834413
525,OTU_261016,19,0.05499798069064915
526,OTU_179703,14,0.05244385024720133
527,OTU_1902400,15,0.047426388438309645
528,OTU_198194,17,0.05784769587778458
529,fed glucose,17,0.04861426667807929
530,OTU_346804,11,0.09150093822310061
531,OTU_631764,15,0.0401316692138022
532,OTU_268063,12,0.050839899468513285
533,OTU_198209,16,0.052202999422610454
534,OTU_270200,14,0.052391279332161624
535,OTU_191274,18,0.05385962132718346
536,OTU_203713,17,0.07970835165126904
537,OTU_4448052,16,0.04680012059331906
538,OTU_206324,18,0.06644150768554095
539,HOMA-IR,19,0.06723878021309335
540,OTU_180362,19,0.056587391747968195
541,OTU_261590,17,0.0512609225988476
542,OTU_268492,18,0.050530149574838375
543,OTU_273737,18,0.06021518657659867
544,OTU_324013,16,0.060242368059616754
545,OTU_191616,17,0.05409231551187314
546,OTU_4468805,17,0.03806685642294929
547,fasting glucose from GTT,15,0.05152331996022872
548,OTU_230268,16,0.05423201946736636
549,OTU_180362,20,0.062003600783621354
550,OTU_297143,15,0.053419799515477144
551,fasting leptin,18,0.05153614518917686
552,fasting glucose from HOMA serum,17,0.058618083381370284
553,OTU_264155,14,0.051919372321195034
554,GTT-AUC,17,0.0482748408273904
555,OTU_261016,19,0.05791042303972296
556,OTU_191616,16,0.07009365460499685
557,OTU_261016,17,0.0666899754490055
558,OTU_194151,18,0.04916651898108438
559,OTU_264155,16,0.03789851628176502
560,OTU_188225,16,0.05491199582690737
561,OTU_265011,19,0.056485300495460064
562,OTU_264225,21,0.05956388982709517
563,OTU_196191,13,0.040681804971485915
564,OTU_264734,11,0.04601864756609013
565,OTU_265011,18,0.05752870174249845
566,OTU_176154,17,0.05981929845671816
567,OTU_185177,19,0.05731129456910357
568,HOMA-IR,12,0.04662706638199464
569,OTU_176154,14,0.057362764351783155
570,OTU_179703,18,0.054983868403924066
571,OTU_196191,16,0.06450388677673964
572,OTU_539647,14,0.05611892469580304
573,OTU_187233,16,0.06199953825595192
574,OTU_191067,18,0.08148782688717364
575,OTU_309916,16,0.05271978736165671
576,OTU_4448052,13,0.060714029258085195
577,OTU_261142,21,0.05707556580817831
578,OTU_272092,17,0.05690607725491164
579,OTU_1129461,18,0.055467888774871
580,HOMA-IR,17,0.05342958078091085
581,OTU_196191,18,0.05912051393509679
582,OTU_193064,12,0.045264679082212746
583,HOMA-IR,18,0.05733345614661018
584,fasting glucose from HOMA serum,16,0.05707976819726205
585,OTU_191067,18,0.05722272738361403
586,OTU_185177,17,0.03936151822006194
587,OTU_176154,18,0.056624277988033295
588,OTU_259506,15,0.041229621403242774
589,OTU_4468805,19,0.06636581370853206
590,HOMA-IR,18,0.04788493784143922
591,fed glucose,15,0.043587152035226076
592,OTU_264225,16,0.03871732105094055
593,OTU_269037,16,0.04050893281830348
594,OTU_191811,19,0.06665990234902865
595,fasting leptin,17,0.0420788114092025
596,OTU_268063,16,0.04879362350663691
597,OTU_176154,19,0.04189864273472515
598,OTU_272889,16,0.04659030059803706
599,OTU_268063,16,0.07025770145059804
600,OTU_268063,18,0.06370278567517017
601,OTU_166911,17,0.050497540932258785
602,OTU_272889,20,0.054462956889551536
603,OTU_270200,16,0.049284736639640045
604,OTU_273737,18,0.04723112973650823
605,OTU_349246,16,0.046379279159005485
606,OTU_460611,19,0.07114003148511693
607,OTU_549756,20,0.05856801408845501
608,OTU_182764,14,0.03860578848887303
609,OTU_174320,18,0.05631569521818784
610,OTU_182712,13,0.05599007550307714
611,OTU_230268,15,0.04992397526864665
612,OTU_344703,15,0.058717814527673724
613,OTU_193064,16,0.04427345697852031
614,OTU_197099,17,0.040669804306997764
615,fasting leptin,24,0.052990790215215605
616,OTU_134762,15,0.04501012707909469
617,OTU_261142,18,0.03180592458078616
618,OTU_264846,17,0.047854280664654573
619,OTU_269037,17,0.045964624489639415
620,OTU_268492,14,0.039097780606097594
621,OTU_185177,18,0.051584901040269464
622,OTU_174320,14,0.046634101504906655
623,OTU_1129461,21,0.06353296018109145
624,OTU_4468805,18,0.06426425506681253
625,OTU_198209,15,0.049829525282039155
626,OTU_191811,13,0.05196526109859343
627,OTU_191067,18,0.050798116627585536
628,fasting insulin,16,0.05303270053793995
629,OTU_203713,17,0.054584266947334245
630,OTU_193672,19,0.06049094850143321
631,OTU_193064,17,0.05820039332008989
632,HOMA-IR,19,0.06733361204387149
633,OTU_196191,20,0.07765911821406672
634,HOMA-IR,21,0.06615350515819755
635,OTU_261016,14,0.04895970104612704
636,fasting glucose from HOMA serum,15,0.04257312544138376
637,OTU_193064,21,0.08006969921687836
638,fasting insulin,18,0.06043247971158937
639,OTU_203713,18,0.05548615062898009
640,OTU_4468805,16,0.057620165922430515
641,OTU_270200,16,0.04415042018619102
642,OTU_264225,15,0.052580923196605664
643,GTT-AUC,17,0.06251933929902258
644,OTU_197099,13,0.04408660660616841
645,OTU_191274,17,0.05165344293456666
646,OTU_320249,14,0.04606457627810791
647,OTU_180362,15,0.03612116047564425
648,OTU_265011,20,0.054708573181242864
649,OTU_1995182,15,0.052161063677263135
650,OTU_230268,14,0.057162835682574555
651,OTU_264225,19,0.07908224831581286
652,OTU_198194,17,0.0554499586280817
653,OTU_187962,13,0.05569314921122364
654,OTU_265011,17,0.044541461487792866
655,OTU_191616,16,0.05219484485168847
656,OTU_259506,19,0.048390507535128253
657,OTU_268492,14,0.04362266257224759
658,OTU_185222,17,0.05162811426746324
659,OTU_264734,15,0.04645154236525321
660,OTU_198194,15,0.05618274305689834
661,OTU_460611,14,0.051277243567972974
662,OTU_261590,20,0.04666437280836982
663,OTU_191274,15,0.05970106803094935
664,OTU_261590,17,0.04479556242916379
665,OTU_266946,21,0.0629323789098494
666,OTU_191616,16,0.044544502144340074
667,OTU_4448052,16,0.04958199708011468
668,OTU_194151,15,0.05136525933214248
669,OTU_191616,25,0.06403404373986485
670,OTU_179703,16,0.05576336457884521
671,OTU_229452,17,0.06907221299198735
672,OTU_309916,20,0.06584417048140945
673,OTU_346804,20,0.06023967524944701
674,OTU_264734,14,0.06059604370611801
675,OTU_262104,15,0.04982993900585203
676,OTU_193064,20,0.06356851415007543
677,OTU_264155,11,0.05434091943945475
678,OTU_324013,18,0.05274803641172447
679,OTU_272092,17,0.0505857719453089
680,OTU_134762,13,0.04221337287869201
681,OTU_4345268,14,0.04408694561647206
682,OTU_320249,15,0.046925882816531844
683,OTU_1129461,19,0.05772605119873975
684,OTU_324888,17,0.06572588378646617
685,OTU_631764,14,0.050088586622911234
686,OTU_264734,22,0.06385163475039089
687,OTU_230268,16,0.06478449341251884
688,OTU_265011,18,0.05376095888833216
689,OTU_344703,16,0.04805680727858251
690,OTU_270200,14,0.044013241390407215
691,OTU_324888,22,0.058640006594658046
