Edge name,partner1,partner2,Edge Type,Spearman corr pval (metatreatment1),Spearman corr pval (metatreatment2),Spearman corr pval (metatreatment3),Spearman corr pval (metatreatment4),Spearman corr pval (metatreatment5),Spearman corr pval (metatreatment6),Combined corr Pvalue,rho Coefficient (metatreatment1),rho Coefficient (metatreatment2),rho Coefficient (metatreatment3),rho Coefficient (metatreatment4),rho Coefficient (metatreatment5),rho Coefficient (metatreatment6),Mean rho Coefficient,Combined corr FDR,partner1 name,partner1_MedianValue (experiment1),partner1_MedianValue (experiment2),partner1_MeanValue (experiment1),partner1_MeanValue (experiment2),partner1_MedianLog2FoldChange (experiment1),partner1_MedianLog2FoldChange (experiment2),partner1_MeanLog2FoldChange (experiment1),partner1_MeanLog2FoldChange (experiment2),partner2 name,partner2_MedianValue (experiment1),partner2_MedianValue (experiment2),partner2_MeanValue (experiment1),partner2_MeanValue (experiment2),partner2_MedianLog2FoldChange (experiment1),partner2_MedianLog2FoldChange (experiment2),partner2_MeanLog2FoldChange (experiment1),partner2_MeanLog2FoldChange (experiment2),Correlations Consistent,combined Coefficient correlation Direction,partner1_FC_direction,partner2_FC_direction,IfFoldChangeDirectionMatch,PUC,"Final Network Value (0: No edge, 1: Positive edge, -1: Negative edge)"
HOMA-IR<==>fasting insulin,HOMA-IR,fasting insulin,pheno<==>pheno,3.90171914221752e-06,0.28475697986529386,0.28475697986529386,1.0042581249782929e-14,0.1881204043741873,0.1881204043741873,3.420933402249432e-16,0.6932773109243698,0.5999999999999999,0.5999999999999999,0.9170109974165191,0.6999999999999998,0.6999999999999998,0.7017147180568147,2.822270056855781e-15,HOMA-IR,1.5111448484999999,2.856122853,1.6544499620199997,3.4275670724799987,0.9394039844088614,1.3698977782649544,1.0226186576028207,2.0762842062179696,fasting insulin,1.059743,1.399102,1.0902571659999998,1.6067808659999998,0.7915055161447522,0.5969389281820545,0.7607040526731115,1.3153895661595187,True,1.0,1.0,1.0,1.0,1,1.0
HOMA-IR<==>fasting leptin,HOMA-IR,fasting leptin,pheno<==>pheno,0.004001300834824134,0.03738607346849874,0.03738607346849874,6.481776914810225e-05,0.03738607346849874,0.03738607346849874,9.248952304078933e-08,0.4742296918767508,0.8999999999999998,0.8999999999999998,0.6226890756302522,0.8999999999999998,0.8999999999999998,0.7828197945845004,5.086923767243413e-07,HOMA-IR,1.5111448484999999,2.856122853,1.6544499620199997,3.4275670724799987,0.9394039844088614,1.3698977782649544,1.0226186576028207,2.0762842062179696,fasting leptin,13.78525,25.403104,16.00261249,31.964109823999998,1.9296877859319501,2.7617670199561326,1.413890126751636,3.2661279873012994,True,1.0,1.0,1.0,1.0,1,1.0
OTU_1129461<==>OTU_170950,OTU_1129461,OTU_170950,microbe<==>microbe,0.2606208958748833,0.5594043441634877,0.0,0.5602763767784319,0.18169011381620928,3.971862410081713e-24,0.0,0.19540343036408442,0.35355339059327373,1.0,-0.1018924771990875,-0.7071067811865475,0.9999999999999998,0.2899929270952872,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_170950,24.004075115,9.463017636,27.75357336338,11.267715450460003,-0.46992405199094206,-1.4656424379909239,-1.3986153771315213,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_180362,OTU_1129461,OTU_180362,microbe<==>microbe,0.5697476502283652,0.16537039580601628,0.0,0.25097866958822557,0.18169011381620928,3.971862410081713e-24,0.0,-0.09945423605924332,0.7254762501100117,1.0,-0.1993274156116827,0.7071067811865475,0.9999999999999998,0.5223002299376055,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_180362,0.0,1.9403818720000001,1.3581529888000003,3.4778072106200004,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_182712,OTU_1129461,OTU_182712,microbe<==>microbe,0.496197802279696,0.5594043441634877,0.0,0.5602487601975112,0.5594043441634877,3.971862410081713e-24,0.0,0.11893287963026695,0.35355339059327373,1.0,0.10189961427591475,0.35355339059327373,0.9999999999999998,0.4879898791821215,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_182712,10.09829048,7.0250758215,11.20786693436,7.184879434759999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,True,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_1902400,OTU_1129461,OTU_1902400,microbe<==>microbe,0.3111381436063229,0.11136715471408384,0.0,0.16895433369638338,0.18169011381620928,3.971862410081713e-24,0.0,0.1762567741256418,0.7905694150420948,1.0,-0.23779908350329954,-0.7071067811865475,0.9999999999999998,0.3369867207463149,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_1902400,0.078180634,3.3010460495,2.4582925948599996,3.26475248958,-0.46992405199094206,-1.4656424379909239,-1.9877219117815024,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_193064,OTU_1129461,OTU_193064,microbe<==>microbe,0.35132533220011886,0.18169011381620928,0.0,0.23282015307658824,0.16537039580601628,3.971862410081713e-24,0.0,-0.1623888253388529,0.7071067811865475,1.0,-0.2069994265014905,0.7254762501100117,0.9999999999999998,0.5105324632427025,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_193064,2.120453259,1.8120655934999998,2.52881230264,3.248678779240001,-0.46992405199094206,-1.4656424379909239,-1.4787093742443593,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_197099,OTU_1129461,OTU_197099,microbe<==>microbe,0.696535090442175,0.34311082143876753,0.0,0.23467808881997054,0.18169011381620928,3.971862410081713e-24,0.0,-0.06832667180756564,0.5441071875825088,1.0,0.20619635076518478,-0.7071067811865475,0.9999999999999998,0.32914501422559667,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_197099,3.799531591,1.9327392935,4.163361116740001,2.02996424024,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_230268,OTU_1129461,OTU_230268,microbe<==>microbe,0.24024968531750532,0.18169011381620928,0.0,0.1689850783463351,0.5594043441634877,0.28475697986529386,0.0,0.20381350570541118,0.7071067811865475,1.0,0.23778242332297972,0.35355339059327373,-0.5999999999999999,0.31704268346803544,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_230268,5.4284516455,8.381342677,5.553287544880001,9.050838120820002,-0.40885704733809847,-1.5481377136529848,-0.4756829033624845,-0.6437047229912745,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_261142,OTU_1129461,OTU_261142,microbe<==>microbe,0.2021522820951926,0.5594043441634877,0.0,0.10992671515573207,0.18169011381620928,3.971862410081713e-24,0.0,0.22093731319610993,-0.35355339059327373,1.0,0.2749481835941195,-0.7071067811865475,0.9999999999999998,0.23920422083506798,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_261142,5.446128784,2.634110496,6.540227916660001,3.21721441824,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_262104,OTU_1129461,OTU_262104,microbe<==>microbe,0.4947316360992037,0.11136715471408384,0.0,0.1986282500658907,0.5594043441634877,3.971862410081713e-24,0.0,0.11933513403561737,0.7905694150420948,1.0,-0.22263034418628885,-0.35355339059327373,0.9999999999999998,0.3889534690496916,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_262104,3.3626688615,2.4900460435,7.674620798419998,5.161877522000001,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_268492,OTU_1129461,OTU_268492,microbe<==>microbe,0.7713387023647947,0.18169011381620928,0.0,0.6981404888222253,0.18169011381620928,3.971862410081713e-24,0.0,-0.050942670810849335,0.7071067811865475,1.0,0.0679473563388535,0.7071067811865475,0.9999999999999998,0.5718697079835166,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_268492,5.249284597,3.934756285,6.559242448260001,5.298592600839999,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_269037,OTU_1129461,OTU_269037,microbe<==>microbe,0.4947009562078494,0.5594043441634877,0.0,0.4346130966884413,0.18169011381620928,3.971862410081713e-24,0.0,0.11934355779125104,-0.35355339059327373,1.0,0.1364022666640134,0.7071067811865475,0.9999999999999998,0.4348832025080897,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_269037,3.8229471750000004,1.972183303,4.08890754768,2.3462282407999995,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_273737,OTU_1129461,OTU_273737,microbe<==>microbe,0.6981606474986221,0.18169011381620928,0.0,0.3293453757916338,0.5594043441634877,3.971862410081713e-24,0.0,-0.06794259528665701,0.7071067811865475,1.0,0.16984458808784264,0.35355339059327373,0.9999999999999998,0.5270936940968345,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_273737,10.788510865,7.4660446789999995,11.05199267794,7.36448735704,-0.40885704733809847,-1.4713321802495023,-0.4756829033624845,-1.4259963615856557,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_331013,OTU_1129461,OTU_331013,microbe<==>microbe,0.35441529993128185,0.18169011381620928,0.0,0.1689850783463351,0.5594043441634877,3.971862410081713e-24,0.0,0.1613636638058104,-0.7071067811865475,1.0,0.23778242332297972,-0.35355339059327373,0.9999999999999998,0.2230809858914948,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_331013,10.04233967,11.46265556,11.29345336002,11.752879847860005,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_344703,OTU_1129461,OTU_344703,microbe<==>microbe,0.3453418580856832,0.16537039580601628,0.05385421772754211,0.49095001383020653,0.0,0.39100221895577075,0.0,0.16438958448063526,0.7254762501100117,0.8720815992723809,-0.12037546917639672,1.0,0.4999999999999999,0.5235953274477718,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_344703,1.6346187085000001,0.0,22.201245289240006,9.0621260528,-2.409244901721283,-5.0257987511573825,-0.9433700550994633,-3.9461644607906767,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_349246,OTU_1129461,OTU_349246,microbe<==>microbe,0.4352994727501813,0.18169011381620928,0.0,0.1985626355157854,0.5594043441634877,3.971862410081713e-24,0.0,0.13620048094542064,-0.7071067811865475,1.0,-0.22266206468857797,0.35355339059327373,0.9999999999999998,0.2599975042772615,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_349246,4.589839102,1.9950060244999999,4.772707773960001,2.1505618720399995,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
OTU_1129461<==>OTU_4448052,OTU_1129461,OTU_4448052,microbe<==>microbe,0.2826336696096446,0.16537039580601628,0.0,0.37999603952707417,0.5594043441634877,3.971862410081713e-24,0.0,0.1867897929731142,0.7254762501100117,1.0,-0.1530747602879984,0.35355339059327373,0.9999999999999998,0.5187907788980669,0.0,OTU_1129461,0.0,0.0,0.63032576212,0.35919822604,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,OTU_4448052,7.046631423,3.026302209,26.433488155080003,6.886800295800003,-0.40885704733809847,-1.4656424379909239,-0.4756829033624845,-0.7080242775889175,False,1.0,-1.0,-1.0,1.0,1,1.0
